session_id,window_start,window_end,total_edit_count,driver_edit_count,navigator_edit_count,edit_balance_ratio,run_attempt_count,run_success_rate,consecutive_failure_count,error_recovery_seconds_avg,idle_ratio,discussion_note_count,navigator_note_count,role_switch_count,seconds_since_role_switch,session_elapsed_seconds,active_user_dominance,label,label_source,rater
demo_driver_dominance_07,1780203250.0,1780203430.0,27.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,390.0,390.0,0.9375,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_07,1780203280.0,1780203460.0,27.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,420.0,420.0,0.9355,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_07,1780203310.0,1780203490.0,27.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,450.0,450.0,0.9355,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_07,1780203340.0,1780203520.0,27.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,480.0,480.0,0.9355,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_07,1780203370.0,1780203550.0,27.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,510.0,510.0,0.9355,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_07,1780203400.0,1780203580.0,27.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,540.0,540.0,0.9688,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_07,1780203430.0,1780203610.0,27.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,570.0,570.0,0.9688,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_07,1780203460.0,1780203640.0,28.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,600.0,600.0,0.9677,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_07,1780203490.0,1780203670.0,27.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,630.0,630.0,0.9677,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_07,1780203520.0,1780203700.0,28.0,0.0,0.0,1.0,2.0,0.5,1.0,129.97,0.0,1.0,0.0,0.0,660.0,660.0,1.0,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_07,1780203550.0,1780203730.0,27.0,0.0,0.0,1.0,2.0,0.5,1.0,129.97,0.0,1.0,0.0,0.0,690.0,690.0,1.0,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_07,1780203580.0,1780203760.0,27.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,720.0,720.0,1.0,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_08,1780207360.0,1780207540.0,18.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1111,1.0,0.0,0.0,180.0,180.0,0.9091,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_08,1780207390.0,1780207570.0,19.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0556,2.0,0.0,0.0,210.0,210.0,0.913,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_08,1780207420.0,1780207600.0,17.0,0.0,0.0,1.0,2.0,0.5,1.0,105.48,0.1111,2.0,0.0,0.0,240.0,240.0,0.913,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_08,1780207450.0,1780207630.0,17.0,0.0,0.0,1.0,2.0,0.5,1.0,105.48,0.1111,1.0,0.0,0.0,270.0,270.0,0.9545,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_08,1780207480.0,1780207660.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,300.0,300.0,0.9,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_08,1780207510.0,1780207690.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0556,2.0,0.0,0.0,330.0,330.0,0.9048,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_08,1780207540.0,1780207720.0,17.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0556,2.0,0.0,0.0,360.0,360.0,0.913,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_08,1780207570.0,1780207750.0,18.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0556,2.0,0.0,0.0,390.0,390.0,0.9167,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_08,1780207600.0,1780207780.0,19.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,420.0,420.0,0.913,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_08,1780207630.0,1780207810.0,18.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0556,2.0,0.0,0.0,450.0,450.0,0.9091,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_08,1780207660.0,1780207840.0,19.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0556,2.0,0.0,0.0,480.0,480.0,0.96,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_08,1780207690.0,1780207870.0,18.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,510.0,510.0,0.9583,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_08,1780207720.0,1780207900.0,18.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,540.0,540.0,0.9545,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_08,1780207750.0,1780207930.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,1.0,0.0,0.0,570.0,570.0,1.0,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_08,1780207780.0,1780207960.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,600.0,600.0,0.9524,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_08,1780207810.0,1780207990.0,17.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,630.0,630.0,0.9565,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_08,1780207840.0,1780208020.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,1.0,0.0,0.0,660.0,660.0,0.9474,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_08,1780207870.0,1780208050.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,1.0,0.0,0.0,690.0,690.0,0.9474,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_08,1780207900.0,1780208080.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,720.0,720.0,0.95,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_09,1780211680.0,1780211860.0,15.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,180.0,180.0,0.85,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_09,1780211710.0,1780211890.0,15.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1667,2.0,0.0,0.0,210.0,210.0,0.8947,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_09,1780211740.0,1780211920.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1667,2.0,0.0,0.0,240.0,240.0,0.9,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_09,1780211770.0,1780211950.0,16.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.1667,2.0,0.0,0.0,270.0,270.0,0.9091,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_09,1780211800.0,1780211980.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,300.0,300.0,0.9048,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_09,1780211830.0,1780212010.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,330.0,330.0,0.9048,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_09,1780211860.0,1780212040.0,18.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,360.0,360.0,0.9091,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_09,1780211890.0,1780212070.0,18.0,0.0,0.0,1.0,2.0,0.5,1.0,0.0,0.0556,3.0,0.0,0.0,390.0,390.0,0.92,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_09,1780211920.0,1780212100.0,18.0,0.0,0.0,1.0,2.0,0.5,1.0,0.0,0.0556,3.0,0.0,0.0,420.0,420.0,0.92,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_09,1780211950.0,1780212130.0,17.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1111,2.0,0.0,0.0,450.0,450.0,0.9524,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_09,1780211980.0,1780212160.0,17.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1111,3.0,0.0,0.0,480.0,480.0,0.9091,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_09,1780212010.0,1780212190.0,16.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1667,4.0,0.0,0.0,510.0,510.0,0.8636,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_09,1780212040.0,1780212220.0,16.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1667,3.0,0.0,0.0,540.0,540.0,0.9048,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_09,1780212070.0,1780212250.0,15.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.2222,3.0,0.0,0.0,570.0,570.0,0.8333,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_09,1780212100.0,1780212280.0,14.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.2222,3.0,0.0,0.0,600.0,600.0,0.8235,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_09,1780212130.0,1780212310.0,15.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1667,3.0,0.0,0.0,630.0,630.0,0.85,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_09,1780212160.0,1780212340.0,14.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.2222,2.0,0.0,0.0,660.0,660.0,0.8889,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_09,1780212190.0,1780212370.0,15.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1667,2.0,0.0,0.0,690.0,690.0,0.8947,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_09,1780212220.0,1780212400.0,15.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.2222,3.0,0.0,0.0,720.0,720.0,0.85,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_10,1780216000.0,1780216180.0,18.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.2222,2.0,0.0,0.0,180.0,180.0,0.8571,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_10,1780216030.0,1780216210.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2222,2.0,0.0,0.0,210.0,210.0,0.9048,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_10,1780216060.0,1780216240.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2222,2.0,0.0,0.0,240.0,240.0,0.9048,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_10,1780216090.0,1780216270.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2778,1.0,0.0,0.0,270.0,270.0,0.9474,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_10,1780216120.0,1780216300.0,15.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2222,2.0,0.0,0.0,300.0,300.0,0.8947,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_10,1780216150.0,1780216330.0,15.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2222,1.0,0.0,0.0,330.0,330.0,0.9444,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_10,1780216180.0,1780216360.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2222,1.0,0.0,0.0,360.0,360.0,0.9412,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_10,1780216210.0,1780216390.0,15.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.1667,2.0,0.0,0.0,390.0,390.0,0.8824,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_10,1780216240.0,1780216420.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,420.0,420.0,0.9,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_10,1780216270.0,1780216450.0,15.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,450.0,450.0,0.8947,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_10,1780216300.0,1780216480.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,1.0,0.0,0.0,480.0,480.0,0.9474,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_10,1780216330.0,1780216510.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,510.0,510.0,0.9,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_10,1780216360.0,1780216540.0,16.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0556,2.0,0.0,0.0,540.0,540.0,0.9091,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_10,1780216390.0,1780216570.0,16.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0556,1.0,0.0,0.0,570.0,570.0,0.9524,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_10,1780216420.0,1780216600.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,1.0,0.0,0.0,600.0,600.0,0.9474,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_10,1780216450.0,1780216630.0,16.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,630.0,630.0,0.9091,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_10,1780216480.0,1780216660.0,17.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,660.0,660.0,0.913,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_10,1780216510.0,1780216690.0,17.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,690.0,690.0,0.913,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_10,1780216540.0,1780216720.0,18.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,720.0,720.0,0.9091,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_11,1780220320.0,1780220500.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,180.0,180.0,0.96,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_11,1780220350.0,1780220530.0,21.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,210.0,210.0,1.0,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_11,1780220380.0,1780220560.0,21.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,240.0,240.0,1.0,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_11,1780220410.0,1780220590.0,21.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,270.0,270.0,1.0,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_11,1780220440.0,1780220620.0,19.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,300.0,300.0,1.0,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_11,1780220470.0,1780220650.0,18.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,330.0,330.0,1.0,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_11,1780220500.0,1780220680.0,18.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,360.0,360.0,1.0,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_11,1780220530.0,1780220710.0,18.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,390.0,390.0,1.0,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_11,1780220560.0,1780220740.0,18.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,420.0,420.0,1.0,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_11,1780220590.0,1780220770.0,17.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0556,2.0,0.0,0.0,450.0,450.0,1.0,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_11,1780220620.0,1780220800.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0556,3.0,0.0,0.0,480.0,480.0,0.9545,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_11,1780220650.0,1780220830.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0556,3.0,0.0,0.0,510.0,510.0,0.9545,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_11,1780220680.0,1780220860.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0556,3.0,0.0,0.0,540.0,540.0,0.9091,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_11,1780220710.0,1780220890.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0556,2.0,0.0,0.0,570.0,570.0,0.9048,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_11,1780220740.0,1780220920.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0556,2.0,0.0,0.0,600.0,600.0,0.9048,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_11,1780220770.0,1780220950.0,19.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,630.0,630.0,0.875,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_11,1780220800.0,1780220980.0,19.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,660.0,660.0,0.913,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_11,1780220830.0,1780221010.0,19.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,690.0,690.0,0.913,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_11,1780220860.0,1780221040.0,21.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,720.0,720.0,0.92,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_12,1780224640.0,1780224820.0,19.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1111,1.0,0.0,0.0,180.0,180.0,0.9565,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_12,1780224670.0,1780224850.0,20.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1111,2.0,0.0,0.0,210.0,210.0,1.0,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_12,1780224700.0,1780224880.0,18.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1667,1.0,0.0,0.0,240.0,240.0,1.0,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_12,1780224730.0,1780224910.0,19.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1667,1.0,0.0,0.0,270.0,270.0,1.0,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_12,1780224760.0,1780224940.0,18.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.2222,1.0,0.0,0.0,300.0,300.0,1.0,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_12,1780224790.0,1780224970.0,19.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1667,2.0,0.0,0.0,330.0,330.0,0.9565,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_12,1780224820.0,1780225000.0,16.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.2222,2.0,0.0,0.0,360.0,360.0,0.95,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_12,1780224850.0,1780225030.0,16.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1667,1.0,0.0,0.0,390.0,390.0,0.9474,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_12,1780224880.0,1780225060.0,16.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1667,1.0,0.0,0.0,420.0,420.0,0.9474,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_12,1780224910.0,1780225090.0,16.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1667,2.0,0.0,0.0,450.0,450.0,0.95,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_12,1780224940.0,1780225120.0,17.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1667,2.0,0.0,0.0,480.0,480.0,0.9524,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_12,1780224970.0,1780225150.0,18.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.1667,1.0,0.0,0.0,510.0,510.0,1.0,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_12,1780225000.0,1780225180.0,19.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.1111,2.0,0.0,0.0,540.0,540.0,1.0,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_12,1780225030.0,1780225210.0,18.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1667,2.0,0.0,0.0,570.0,570.0,1.0,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_12,1780225060.0,1780225240.0,19.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1667,2.0,0.0,0.0,600.0,600.0,1.0,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_12,1780225090.0,1780225270.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2222,1.0,0.0,0.0,630.0,630.0,1.0,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_12,1780225120.0,1780225300.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1667,2.0,0.0,0.0,660.0,660.0,0.9524,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_12,1780225150.0,1780225330.0,16.0,0.0,0.0,1.0,2.0,0.5,1.0,0.0,0.1667,2.0,0.0,0.0,690.0,690.0,0.9545,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_12,1780225180.0,1780225360.0,15.0,0.0,0.0,1.0,2.0,0.5,1.0,0.0,0.2222,1.0,0.0,0.0,720.0,720.0,0.95,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_13,1780228960.0,1780229140.0,18.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,180.0,180.0,0.8696,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_13,1780228990.0,1780229170.0,18.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,3.0,0.0,0.0,210.0,210.0,0.8696,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_13,1780229020.0,1780229200.0,19.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,240.0,240.0,0.913,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_13,1780229050.0,1780229230.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0556,2.0,0.0,0.0,270.0,270.0,0.9167,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_13,1780229080.0,1780229260.0,19.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0556,2.0,0.0,0.0,300.0,300.0,0.913,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_13,1780229110.0,1780229290.0,18.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,330.0,330.0,0.9167,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_13,1780229140.0,1780229320.0,18.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,360.0,360.0,0.9091,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_13,1780229170.0,1780229350.0,19.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1667,1.0,0.0,0.0,390.0,390.0,0.9545,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_13,1780229200.0,1780229380.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2222,1.0,0.0,0.0,420.0,420.0,0.95,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_13,1780229230.0,1780229410.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2222,2.0,0.0,0.0,450.0,450.0,0.9048,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_13,1780229260.0,1780229440.0,18.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.1667,2.0,0.0,0.0,480.0,480.0,0.9167,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_13,1780229290.0,1780229470.0,18.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,510.0,510.0,0.9091,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_13,1780229320.0,1780229500.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1111,2.0,0.0,0.0,540.0,540.0,0.9048,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_13,1780229350.0,1780229530.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0556,3.0,0.0,0.0,570.0,570.0,0.9091,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_13,1780229380.0,1780229560.0,18.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,600.0,600.0,0.92,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_13,1780229410.0,1780229590.0,18.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,630.0,630.0,0.9583,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_13,1780229440.0,1780229620.0,18.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,660.0,660.0,0.9565,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_13,1780229470.0,1780229650.0,17.0,0.0,0.0,1.0,2.0,0.5,1.0,0.0,0.0556,2.0,0.0,0.0,690.0,690.0,0.9565,DRIVER_DOMINANCE,synthetic,generator
demo_driver_dominance_13,1780229500.0,1780229680.0,17.0,0.0,0.0,1.0,2.0,0.5,1.0,0.0,0.1111,2.0,0.0,0.0,720.0,720.0,0.9565,DRIVER_DOMINANCE,synthetic,generator
